-122.1419,48.1741,0.00437,0.002971,0.000217,0.000256
-117.3499,48.9867,0.00158,0.000383,0.000211,0.000238
-122.479,48.7553,0.004571,0.002513,0.000207,0.000202
-121.3152,44.0572,0.00074,0.003409,0.000182,0.000185
-121.0491,42.4068,-0.002563,0.004243,0.000183,0.000187
-119.6826,48.1314,0.001969,0.000966,0.000189,0.000188
-117.8436,42.7795,-0.001471,0.001215,0.000298,0.000325
-122.7759,48.0106,0.005602,0.00372,0.000232,0.000204
-121.7858,43.2244,-0.000554,0.004328,0.000197,0.000212
-122.0084,49.1566,0.003502,0.002025,0.000189,0.000195
-123.9781,45.4865,0.007961,0.009359,0.000203,0.000194
-124.1309,48.8203,0.007026,0.004918,0.000331,0.000302
-121.7493,48.5387,0.003503,0.002162,0.000212,0.00022
-117.9033,48.5448,0.001629,0.000263,0.0002,0.00019
-120.1814,45.2379,0.00083,0.002061,0.00018,0.000186
-123.3046,44.5855,0.004444,0.007042,0.00019,0.0002
-122.2565,46.8401,0.004234,0.004182,0.00022,0.000195
-122.894,42.3767,-0.001592,0.007598,0.000203,0.000195
-122.4961,45.6109,0.004379,0.005447,0.000209,0.000228
-123.3415,43.211,0.000582,0.007753,0.000191,0.000189
-117.1637,48.1368,0.001556,0.000124,0.000183,0.000206
-118.1478,47.6561,0.001971,0.000331,0.000186,0.000209
-117.2881,45.4313,0.000704,0.000521,0.000193,0.000187
-119.3555,40.4165,-0.004488,0.003397,0.000199,0.000199
-126.1273,49.6815,0.007396,0.004443,0.00042,0.000356
-117.6646,48.1436,0.001664,0.000104,0.000211,0.000266
-123.0226,46.7955,0.005541,0.005559,0.000256,0.00021
-120.7874,45.3644,0.00154,0.002604,0.000186,0.00019
-121.7881,47.2908,0.003691,0.003209,0.000251,0.000266
-121.4699,40.8159,-0.006042,0.005387,0.000218,0.000213
-121.7839,42.2242,-0.00239,0.005515,0.000197,0.000191
-118.5582,46.6432,0.001023,0.000795,0.000334,0.00043
-122.7954,47.5473,0.005638,0.004062,0.000192,0.000185
-124.1077,43.9836,0.005713,0.009026,0.000349,0.000212
-122.7583,47.2188,0.00542,0.004792,0.000201,0.000188
-117.1639,47.2824,0.001348,0.000218,0.00018,0.000196
-117.0023,46.3732,0.001083,0.000113,0.000209,0.000181
-121.1304,44.664,0.001117,0.003529,0.000187,0.000221
-120.3028,41.9023,-0.003362,0.003945,0.000193,0.000198
-124.0865,49.2948,0.006174,0.00421,0.000237,0.00028
-124.6249,48.2979,0.01127,0.007783,0.000267,0.000266
-122.9755,45.3001,0.004561,0.00654,0.000214,0.000181
-122.4446,43.7383,0.001544,0.00556,0.000201,0.000186
-117.33,41.4287,-0.002581,0.000983,0.000184,0.000185
-117.0646,42.9817,-0.001526,0.000617,0.000189,0.000185
-118.5658,47.0022,0.001328,0.000758,0.000185,0.000185
-118.7303,48.6747,0.001759,0.000813,0.000188,0.000239
-118.0138,45.2318,0.000537,0.000954,0.000197,0.000187
-122.4149,40.9976,-0.005818,0.006535,0.000205,0.000206
-124.014,42.9674,0.001794,0.009679,0.000226,0.000225
-121.0907,43.1124,-0.001268,0.004039,0.00019,0.000188
-120.9462,44.9227,0.001304,0.0028,0.000189,0.000187
-120.9331,46.844,0.002791,0.002232,0.000186,0.000192
-117.8798,40.4334,-0.00415,0.001752,0.000182,0.000184
-117.4676,40.3206,-0.003233,0.001051,0.000182,0.000183
-118.6844,39.8889,-0.005013,0.002828,0.000186,0.000187
-119.4768,40.7798,-0.004419,0.003355,0.000189,0.000185
-119.0102,40.2422,-0.004896,0.00315,0.000181,0.000192
-119.7225,39.9082,-0.006343,0.004721,0.000181,0.000184
-119.6243,41.3577,-0.003918,0.00339,0.000185,0.000186
-120.2844,39.9374,-0.007395,0.005841,0.000185,0.000195
-120.806,40.4186,-0.006269,0.005609,0.000195,0.000229
-120.0773,40.2889,-0.006049,0.004869,0.000189,0.000191
-123.36,41.8071,-0.001749,0.008704,0.000201,0.000223
-123.1888,41.2724,-0.003519,0.008216,0.000299,0.000203
-123.9061,40.0244,-0.019731,0.024357,0.000218,0.000209
-124.3081,40.2475,-0.018813,0.032737,0.000207,0.000198
-124.1333,40.5513,-0.00242,0.021298,0.000267,0.0002
-124.0573,40.2196,-0.014299,0.024748,0.000236,0.000209
-123.6933,40.1193,-0.014525,0.015869,0.000208,0.000185
-123.8628,40.4352,-0.005786,0.016604,0.000219,0.000209
-123.9677,40.7911,0.00058,0.015978,0.000241,0.000194
-123.6856,42.099,-0.000576,0.009278,0.000208,0.000221
-123.6323,42.2754,-0.000616,0.00873,0.000187,0.000214
-123.7169,39.8636,-0.021323,0.020803,0.000208,0.000194
-124.0861,41.5591,-3e-06,0.010553,0.000265,0.000286
-123.1825,39.9621,-0.010857,0.0081,0.000229,0.000223
-123.8826,41.1517,-0.000333,0.010827,0.000232,0.000208
-123.452,40.0822,-0.013876,0.012934,0.000223,0.000215
-123.1356,40.3241,-0.008803,0.007956,0.000253,0.000198
-123.3241,40.7329,-0.00575,0.00847,0.000242,0.000209
-123.1745,40.5466,-0.007456,0.007804,0.000244,0.000204
-122.8688,40.2962,-0.00893,0.007324,0.000334,0.000331
-122.923,40.7476,-0.006655,0.007518,0.000232,0.000193
-122.6683,40.0341,-0.009267,0.007327,0.000206,0.000204
-122.6069,40.6507,-0.007235,0.007094,0.000214,0.000207
-122.028,39.9291,-0.009499,0.007035,0.000195,0.000187
-122.2708,40.2712,-0.008799,0.006925,0.000204,0.000203
-121.828,40.9055,-0.006508,0.005723,0.000192,0.00019
-122.3194,40.7311,-0.006972,0.00649,0.000192,0.000234
-124.4093,43.0903,0.005725,0.012282,0.000237,0.000259
-124.2535,43.3955,0.004764,0.010375,0.000208,0.000217
-123.9796,43.6143,0.004083,0.00937,0.000346,0.000265
-123.3834,42.5035,-0.000978,0.008279,0.000196,0.000209
-122.6564,42.191,-0.001823,0.006869,0.000193,0.000198
-123.0579,43.3633,0.001002,0.006953,0.000198,0.000201
-123.3333,43.6225,0.002003,0.007336,0.000198,0.000208
-123.1023,44.9412,0.004351,0.006994,0.000192,0.000194
-122.8871,44.0521,0.002636,0.005931,0.000197,0.000194
-122.9309,44.535,0.003661,0.006169,0.000191,0.000196
-122.577,44.4965,0.00304,0.005521,0.000196,0.000192
-119.9518,43.0018,-0.000992,0.002852,0.000208,0.000199
-122.2172,44.3422,0.002165,0.00485,0.000187,0.00019
-122.4828,44.8411,0.003434,0.005585,0.000228,0.000226
-118.9678,44.4028,-8.2e-05,0.001523,0.000187,0.000186
-120.3776,42.4688,-0.002427,0.003593,0.000187,0.00019
-120.6034,43.812,-0.000147,0.003019,0.000188,0.000235
-118.9285,43.034,-0.001534,0.001837,0.000188,0.000191
-118.4125,42.2546,-0.002194,0.001676,0.000186,0.000189
-119.001,43.4468,-0.001232,0.001397,0.000258,0.000256
