-124.06,40.22,2.796,1
-123.91,40.024,0.19688,1
-123.69,40.119,1.0101,1
-123.45,40.082,0.76522,1
-122.67,40.034,0.43715,1
-120.38,40.077,-0.72342,1
-120.15,40.026,-0.21469,1
-120.01,40.092,-0.71496,1
-119.82,40.158,-1.4098,1
-119.05,40.087,-0.0446,1
-118.71,40.079,-1.8791,1
-118.47,40.025,-0.4923,1
-118.17,40.146,0.80028,1
-117.91,40.063,0.52658,1
-117.78,40.209,0.23253,1
-117.59,40.118,0.42244,1
-117.11,40.073,-0.38153,1
-116.1,40.148,-0.52017,1
-124.31,40.248,-1.8313,1
-124.11,40.422,1.3296,1
-123.85,40.246,1.7664,1
-123.66,40.257,0.78041,1
-123.14,40.324,0.38419,1
-122.87,40.296,0.81619,1
-122.27,40.271,0.11063,1
-121.43,40.409,-4.3984,1
-121.23,40.31,-0.46504,1
-120.75,40.42,0.63183,1
-120.47,40.379,0.46769,1
-120.28,40.418,-0.019221,1
-120.06,40.284,-1.2053,1
-119.85,40.401,-0.98006,1
-119.36,40.417,-0.67777,1
-119.21,40.231,-0.37245,1
-119.04,40.283,-0.68688,1
-118.85,40.307,-0.52519,1
-118.55,40.335,-0.52269,1
-118.35,40.25,0.15528,1
-118.18,40.368,0.18478,1
-117.85,40.401,0.32442,1
-117.47,40.321,0.66723,1
-117.35,40.32,0.38872,1
-117.14,40.358,0.016222,1
-116.86,40.404,-0.51593,1
-116.28,40.363,0.0011016,1
-124.4,40.442,-1.2568,1
-124.28,40.505,0.47195,1
-124.13,40.551,1.29,1
-123.87,40.489,1.3501,1
-123.57,40.479,1.3344,1
-123.17,40.547,1.1163,1
-122.54,40.58,1.3508,1
-122.37,40.625,2.4921,1
-121.55,40.479,-6.1384,1
-121.47,40.473,-6.1384,1
-120.53,40.521,0.17919,1
-120.23,40.592,-0.27922,1
-120.07,40.447,-0.35859,1
-119.84,40.519,-0.19406,1
-119.65,40.621,-0.90706,1
-119.47,40.575,-0.53523,1
-119.23,40.515,-1.0228,1
-118.97,40.535,-0.61715,1
-118.73,40.513,-0.35527,1
-118.42,40.554,-0.38006,1
-117.88,40.496,0.62479,1
-117.6,40.462,0.72041,1
-117.21,40.516,0.086931,1
-116.74,40.495,-0.20393,1
-115.12,40.617,-0.097918,1
-124.23,40.664,-0.73905,1
-123.97,40.791,2.3063,1
-123.88,40.669,1.9583,1
-123.32,40.733,1.2445,1
-122.92,40.748,0.12835,1
-122.61,40.651,1.2408,1
-122.32,40.731,1.2461,1
-121.47,40.816,-0.31778,1
-120.73,40.783,-0.82311,1
-120.62,40.661,-1.3344,1
-120.38,40.743,-0.47444,1
-120.16,40.735,-1.19,1
-119.83,40.729,-1.446,1
-119.42,40.715,-1.5379,1
-119.17,40.801,-0.77152,1
-118.71,40.804,-0.93334,1
-118.63,40.647,-0.63934,1
-118.44,40.707,-0.19847,1
-118.06,40.652,-0.10648,1
-117.63,40.676,1.8515,1
-117.29,40.711,1.2078,1
-115.41,40.711,-0.33058,1
-124.08,40.876,1.0597,1
-123.86,40.88,3.4682,1
-123.33,40.887,1.347,1
-122.41,40.998,0.096224,1
-121.83,40.906,-0.29091,1
-121.43,41.018,2.429,1
-120.71,40.912,0.62457,1
-120.5,40.863,-0.75444,1
-120.44,41.035,-2.8694,1
-120.27,40.964,-1.7477,1
-120.01,40.945,-0.62684,1
-119.56,40.844,-0.40392,1
-118.71,41.032,-0.78906,1
-118.41,40.908,-0.54867,1
-118.05,40.949,0.88681,1
-117.73,40.853,0.32152,1
-117.31,40.901,1.8621,1
-116.84,40.866,0.6027,1
-115.74,40.86,-0.53738,1
-124.15,41.054,-0.069322,1
-123.88,41.152,3.0354,1
-120.95,41.183,-1.0425,1
-120.79,41.109,-0.50743,1
-120.44,41.228,-1.553,1
-120.11,41.23,1.4008,1
-119.77,41.074,-0.71662,1
-119.38,41.07,1.306,1
-118.36,41.13,-0.84259,1
-117.93,41.16,1.0435,1
-117.47,41.154,1.8059,1
-117.06,41.152,1.0717,1
-123.19,41.272,0.94711,1
-122.25,41.33,0.14232,1
-122.07,41.41,-1.1337,1
-120.83,41.359,-1.0825,1
-120.61,41.35,0.26102,1
-120.47,41.333,-0.46398,1
-119.94,41.276,-0.59123,1
-119.72,41.248,-0.58175,1
-119.57,41.325,-0.43317,1
-118.29,41.439,-0.93241,1
-117.7,41.324,-0.41285,1
-117.33,41.429,0.51263,1
-124.09,41.559,-0.25248,1
-122.19,41.479,-0.29925,1
-122.09,41.454,-0.017738,1
-121.61,41.586,-2.3146,1
-121.49,41.616,-2.3146,1
-120.74,41.599,-1.5123,1
-120.4,41.557,-0.9441,1
-119.84,41.479,-0.67414,1
-119.55,41.605,-0.2973,1
-119.34,41.591,-1.5944,1
-118.71,41.477,-0.31856,1
-124.2,41.752,1.7003,1
-123.98,41.845,1.9765,1
-123.36,41.807,1.2861,1
-122.71,41.732,-0.072851,1
-122.42,41.831,0.4312,1
-121.51,41.712,-0.85145,1
-120.07,41.662,-0.52696,1
-119.73,41.796,-1.017,1
-119.62,41.845,0.011789,1
-124.24,42.036,2.169,1
-124.14,41.922,1.6866,1
-120.59,41.943,-0.87503,1
-120.3,41.902,-0.087993,1
-119.71,41.929,1.2674,1
-119.49,41.867,-1.0712,1
-119.02,41.868,-0.12139,1
-117.73,42.02,-0.011915,1
-124.37,42.244,2.219,1
-124.31,42.114,2.289,1
-123.69,42.099,0.54726,1
-122.66,42.186,-0.18882,1
-121.8,42.184,-1.1367,1
-120.35,42.172,-2.3453,1
-120.01,42.196,-1.3097,1
-119.56,42.247,-1.3896,1
-119.15,42.118,-0.15672,1
-118.41,42.255,0.27395,1
-124.41,42.416,2.2274,1
-123.63,42.275,0.67181,1
-123.3,42.434,0.58444,1
-122.89,42.378,0.7781,1
-121.78,42.26,-0.42866,1
-121.67,42.289,-1.8967,1
-121.22,42.418,-1.5193,1
-121.05,42.407,-1.1074,1
-119.4,42.306,-1.4196,1
-117.86,42.412,0.099733,1
-124.4,42.557,1.9824,1
-123.38,42.504,0.57685,1
-121.88,42.58,-0.000758,1
-120.38,42.469,-0.29001,1
-119.66,42.546,-0.23565,1
-124.56,42.836,1.1835,1
-124.49,42.742,1.7914,1
-124.05,42.861,0.88396,1
-123.23,42.692,0.36399,1
-122.61,42.727,-1.4998,1
-122.49,42.755,-0.83781,1
-120.42,42.791,0.45596,1
-120.1,42.761,0.33747,1
-117.84,42.78,-0.45597,1
-124.43,42.969,2.8516,1
-124.01,43.017,0.50898,1
-123.92,43.019,-0.12102,1
-123.67,43.036,-0.64388,1
-123.36,42.954,0.45995,1
-123.33,42.987,-0.19205,1
-122.14,42.915,-2.0957,1
-122.05,42.949,-1.7783,1
-120.79,43.031,-0.038103,1
-120.25,43.003,0.032087,1
-119.95,43.002,-0.033396,1
-118.93,43.034,0.45473,1
-117.06,42.982,-0.31386,1
-124.41,43.118,2.5716,1
-124.19,43.176,0.79883,1
-123.57,43.083,-1.0724,1
-123.43,43.14,-0.34074,1
-123.24,43.119,0.77695,1
-121.78,43.201,-0.38006,1
-121.09,43.112,0.23123,1
-120.58,43.147,0.51923,1
-117.89,43.234,-0.29173,1
-116.75,43.205,-1.3835,1
-115.67,43.138,-2.7495,1
-124.37,43.338,1.5288,1
-124.28,43.383,0.68596,1
-123.89,43.392,0.23391,1
-123.35,43.298,0.96979,1
-123.06,43.363,0.48004,1
-120.69,43.364,-0.19387,1
-119,43.447,-0.92058,1
-118.57,43.416,-0.89857,1
-115.31,43.3,-0.46519,1
-124.18,43.578,0.43096,1
-123.98,43.614,0.62991,1
-123.32,43.628,0.27554,1
-121.43,43.669,-0.13985,1
-121.2,43.622,-0.11012,1
-116.57,43.582,-0.60355,1
-116.32,43.612,-0.74837,1
-124.15,43.831,0.47803,1
-124.1,43.711,0.033031,1
-122.46,43.742,-0.8503,1
-121.34,43.786,-0.9218,1
-121.23,43.739,-0.1693,1
