172.0, -43.3, -0
172.5, -43.3, -0
173.5, -42.8, -0
175.04,-42.19,-0
175.09,-42.177,-0
175.14,-42.16,-0
175.19,-42.144,-0
175.24,-42.127,-0
175.29,-42.11,-0
175.34,-42.094,-0
175.39,-42.077,-0
175.44,-42.061,-0
175.49,-42.044,-0
175.53,-42.027,-0
175.58,-42.011,-0
175.63,-41.994,-0
175.68,-41.978,-0
175.73,-41.961,-0
175.78,-41.945,-0
175.83,-41.928,-0
175.88,-41.911,-0
175.93,-41.895,-0
175.98,-41.878,-0
176.03,-41.862,-0
176.08,-41.845,-0
176.13,-41.828,-0
176.18,-41.812,-0
176.23,-41.795,-0
176.28,-41.779,-0
176.33,-41.762,-0
176.38,-41.745,-0
176.43,-41.729,-0
176.48,-41.712,-0
176.52,-41.696,-0
176.57,-41.679,-0
176.62,-41.662,-0
176.67,-41.646,-0
176.72,-41.629,-0
176.77,-41.613,-0
176.82,-41.596,-0
176.87,-41.578,-0
176.92,-41.56,-0
176.97,-41.54,-0
177.02,-41.52,-0
177.07,-41.5,-0
177.12,-41.48,-0
177.17,-41.459,-0
177.22,-41.438,-0
177.27,-41.416,-0
177.32,-41.392,-0
177.37,-41.367,-0
177.42,-41.342,-0
177.47,-41.317,-0
177.51,-41.293,-0
177.56,-41.265,-0
177.61,-41.234,-0
177.66,-41.201,-0
177.71,-41.168,-0
177.76,-41.128,-0
177.81,-41.075,-0
177.86,-41.021,-0
177.91,-40.967,-0
177.96,-40.911,-0
178.01,-40.855,-0
178.06,-40.788,-0
178.11,-40.704,-0
178.16,-40.62,-0
178.21,-40.536,-0
178.26,-40.452,-0
178.31,-40.368,-0
178.36,-40.284,-0
178.41,-40.199,-0
178.46,-40.115,-0
178.5,-40.031,-0
178.55,-39.947,-0
178.6,-39.863,-0
178.65,-39.779,-0
178.7,-39.694,-0
178.75,-39.609,-0
178.8,-39.524,-0
178.85,-39.44,-0
178.9,-39.355,-0
178.95,-39.27,-0
179,-39.185,-0
179.05,-39.1,-0
179.1,-39.015,-0
179.15,-38.93,-0
179.2,-38.846,-0
179.25,-38.761,-0
179.3,-38.676,-0
179.35,-38.591,-0
179.4,-38.506,-0
179.45,-38.421,-0
179.49,-38.336,-0
179.54,-38.252,-0
179.59,-38.167,-0
179.64,-38.082,-0
179.69,-37.997,-0
179.74,-37.912,-0
179.79,-37.827,-0
179.84,-37.743,-0
179.89,-37.658,-0
179.94,-37.57,-0
174.93,-42.2,-8
174.93,-42.19,-8
174.93,-42.189,-8
174.93,-42.18,-8
174.94,-42.17,-8
174.94,-42.168,-8
174.94,-42.16,-8
174.95,-42.15,-8
174.95,-42.15,-8
174.96,-42.14,-8
174.96,-42.134,-8
174.96,-42.13,-8
174.97,-42.121,-8
174.97,-42.12,-8
174.98,-42.11,-8
174.98,-42.108,-8
174.99,-42.1,-8
174.99,-42.097,-8
175,-42.09,-8
175,-42.086,-8
175.01,-42.08,-8
175.01,-42.077,-8
175.02,-42.07,-8
175.02,-42.068,-8
175.03,-42.06,-8
175.03,-42.059,-8
175.04,-42.051,-8
175.04,-42.05,-8
175.05,-42.044,-8
175.06,-42.04,-8
175.06,-42.037,-8
175.07,-42.03,-8
175.07,-42.03,-8
175.08,-42.023,-8
175.09,-42.02,-8
175.09,-42.017,-8
175.1,-42.011,-8
175.1,-42.01,-8
175.11,-42.006,-8
175.12,-42,-8
175.12,-42,-8
175.13,-41.995,-8
175.14,-41.99,-8
175.14,-41.99,-8
175.15,-41.985,-8
175.16,-41.98,-8
175.16,-41.98,-8
175.17,-41.976,-8
175.18,-41.971,-8
175.18,-41.97,-8
175.19,-41.967,-8
175.2,-41.962,-8
175.21,-41.96,-8
175.21,-41.958,-8
175.22,-41.954,-8
175.23,-41.95,-8
175.23,-41.95,-8
175.24,-41.947,-8
175.25,-41.943,-8
175.26,-41.94,-8
175.26,-41.939,-8
175.27,-41.936,-8
175.28,-41.932,-8
175.29,-41.93,-8
175.29,-41.929,-8
175.3,-41.925,-8
175.31,-41.922,-8
175.32,-41.92,-8
175.32,-41.919,-8
175.33,-41.916,-8
175.34,-41.913,-8
175.35,-41.91,-8
175.35,-41.909,-8
175.36,-41.906,-8
175.37,-41.903,-8
175.38,-41.901,-8
175.38,-41.9,-8
175.39,-41.898,-8
175.4,-41.895,-8
175.41,-41.892,-8
175.42,-41.89,-8
175.42,-41.889,-8
175.43,-41.887,-8
175.44,-41.884,-8
175.45,-41.881,-8
175.45,-41.88,-8
175.46,-41.879,-8
175.47,-41.876,-8
175.48,-41.873,-8
175.49,-41.871,-8
175.49,-41.87,-8
175.5,-41.868,-8
175.51,-41.866,-8
175.52,-41.863,-8
175.53,-41.861,-8
175.53,-41.86,-8
175.54,-41.858,-8
175.55,-41.856,-8
175.56,-41.853,-8
175.57,-41.851,-8
175.57,-41.85,-8
175.58,-41.848,-8
175.59,-41.846,-8
175.6,-41.844,-8
175.61,-41.841,-8
175.61,-41.84,-8
175.62,-41.839,-8
175.63,-41.836,-8
175.64,-41.834,-8
175.65,-41.831,-8
175.65,-41.83,-8
175.66,-41.829,-8
175.67,-41.826,-8
175.68,-41.824,-8
175.69,-41.821,-8
175.69,-41.82,-8
175.7,-41.818,-8
175.71,-41.816,-8
175.72,-41.813,-8
175.73,-41.81,-8
175.73,-41.81,-8
175.74,-41.808,-8
175.75,-41.805,-8
175.76,-41.802,-8
175.77,-41.8,-8
175.77,-41.799,-8
175.78,-41.796,-8
175.79,-41.793,-8
175.8,-41.79,-8
175.8,-41.79,-8
175.81,-41.787,-8
175.82,-41.784,-8
175.83,-41.781,-8
175.83,-41.78,-8
175.84,-41.778,-8
