180.13,-37.248,117.9,48.959
180.1,-37.232,118.13,48.906
180.07,-37.216,118.35,48.856
180.04,-37.199,118.58,48.81
180.01,-37.183,118.81,48.766
179.99,-37.166,119.04,48.726
179.96,-37.15,119.27,48.689
180.09,-37.302,112.6,50.212
180.06,-37.286,113.61,49.894
180.04,-37.27,114.64,49.598
180.01,-37.254,115.68,49.326
179.98,-37.237,116.74,49.078
179.95,-37.221,117.81,48.856
179.92,-37.205,118.89,48.659
180.06,-37.357,107.59,51.874
180.03,-37.34,109.29,51.177
180,-37.324,111.05,50.54
179.98,-37.308,112.85,49.965
179.95,-37.292,114.7,49.454
179.92,-37.276,116.59,49.009
179.89,-37.26,118.51,48.632
180.03,-37.411,102.93,53.906
180,-37.395,105.21,52.737
179.97,-37.379,107.6,51.674
179.94,-37.363,110.1,50.723
179.92,-37.347,112.69,49.892
179.89,-37.331,115.37,49.184
179.86,-37.315,118.13,48.607
179.99,-37.465,98.63,56.268
179.97,-37.449,101.38,54.549
179.94,-37.433,104.31,52.987
179.91,-37.417,107.43,51.595
179.88,-37.401,110.72,50.389
179.86,-37.386,114.16,49.381
179.83,-37.37,117.74,48.584
179.96,-37.519,94.698,58.92
179.93,-37.503,97.809,56.588
179.91,-37.487,101.19,54.465
179.88,-37.472,104.86,52.575
179.85,-37.456,108.78,50.945
179.82,-37.44,112.96,49.6
179.8,-37.425,117.36,48.563
179.92,-37.568,108.24,60.241
179.89,-37.552,111.86,57.734
179.86,-37.537,115.77,55.433
179.84,-37.521,119.97,53.365
179.81,-37.505,124.46,51.557
179.78,-37.49,129.23,50.038
179.75,-37.474,134.24,48.833
179.87,-37.613,108.14,60.039
179.84,-37.597,111.35,57.836
179.81,-37.581,114.78,55.79
179.78,-37.565,118.44,53.917
179.76,-37.549,122.32,52.237
179.73,-37.533,126.43,50.769
179.7,-37.517,130.73,49.531
179.82,-37.657,108.04,59.837
179.79,-37.641,110.85,57.942
179.76,-37.625,113.81,56.161
179.73,-37.609,116.95,54.507
179.71,-37.593,120.25,52.988
179.68,-37.577,123.71,51.618
179.65,-37.561,127.33,50.41
179.77,-37.702,107.94,59.634
179.74,-37.686,110.34,58.053
179.71,-37.669,112.86,56.55
179.68,-37.653,115.48,55.132
179.66,-37.637,118.23,53.806
179.63,-37.62,121.09,52.58
179.6,-37.604,124.06,51.458
179.72,-37.747,107.84,59.432
179.69,-37.73,109.84,58.167
179.66,-37.713,111.91,56.953
179.63,-37.697,114.05,55.793
179.6,-37.68,116.27,54.69
179.57,-37.664,118.56,53.647
179.55,-37.647,120.93,52.669
179.67,-37.791,107.74,59.231
179.64,-37.774,109.34,58.287
179.61,-37.758,110.98,57.373
179.58,-37.741,112.66,56.487
179.55,-37.724,114.38,55.634
179.52,-37.707,116.14,54.814
179.49,-37.691,117.95,54.029
179.62,-37.836,107.64,59.029
179.59,-37.819,108.84,58.411
179.56,-37.802,110.06,57.806
179.53,-37.785,111.3,57.214
179.5,-37.768,112.56,56.637
179.47,-37.751,113.83,56.075
179.44,-37.734,115.12,55.528
179.57,-37.88,107.54,58.828
179.54,-37.863,108.35,58.539
179.51,-37.846,109.16,58.254
179.48,-37.829,109.97,57.973
179.45,-37.812,110.8,57.697
179.42,-37.794,111.62,57.424
179.39,-37.777,112.45,57.155
179.52,-37.923,106.24,58.564
179.49,-37.906,105.22,58.444
179.46,-37.889,104.19,58.326
179.43,-37.872,103.17,58.209
179.4,-37.855,102.15,58.093
179.37,-37.838,101.13,57.979
179.34,-37.821,100.1,57.866
179.48,-37.964,106.32,58.238
179.45,-37.947,105.28,58.124
179.42,-37.931,104.25,58.011
179.39,-37.915,103.22,57.898
179.37,-37.899,102.18,57.788
179.34,-37.882,101.15,57.678
179.31,-37.866,100.12,57.57
179.43,-38.004,106.39,57.912
179.41,-37.989,105.35,57.803
179.38,-37.973,104.31,57.695
179.35,-37.958,103.26,57.588
179.33,-37.942,102.22,57.483
179.3,-37.927,101.18,57.378
179.27,-37.911,100.14,57.275
179.39,-38.045,106.47,57.585
179.36,-38.03,105.42,57.483
179.34,-38.015,104.37,57.38
179.31,-38,103.31,57.278
179.29,-37.986,102.26,57.177
179.26,-37.971,101.21,57.078
179.24,-37.956,100.16,56.98
179.35,-38.085,106.55,57.26
179.32,-38.071,105.49,57.162
179.3,-38.057,104.42,57.065
179.27,-38.043,103.36,56.968
179.25,-38.029,102.3,56.873
179.22,-38.015,101.24,56.778
179.2,-38.001,100.18,56.684
179.31,-38.131,91.327,56.96
179.28,-38.117,92.187,56.863
179.26,-38.103,93.047,56.767
179.24,-38.089,93.908,56.672
179.21,-38.075,94.769,56.577
179.19,-38.061,95.632,56.484
179.16,-38.047,96.494,56.391
179.28,-38.181,91.273,56.685
179.25,-38.167,92.139,56.585
179.23,-38.153,93.006,56.487
179.21,-38.139,93.873,56.389
179.18,-38.124,94.742,56.292
179.16,-38.11,95.612,56.195
179.13,-38.096,96.482,56.101
